Gene,Mean(0.5),Mean(1),Mean(2),Mean(4),Mean(7)
Ssc5d,0,0,0,14.530464791,0
Ssfa2,0,11.058150065,0,0,0
Ssh1,0,43.262691045,19.150458305,10.542335248,0
Ssh2,9.1353233717,-3.287390916,0,-15.06133104,-11.52357715
Ssna1,0,-11.0106516,0,0,0
Sspn,0,-20.1531505,-40.27042741,-17.93150145,-19.35688184
Ssr1,9.1353233717,-8.023574163,-27.0009942,-7.283185098,-32.09519465
Ssr2,0,0,0,6.6103319125,7.3769081113
Ssr3,0,11.766176187,14.938559835,17.177453033,13.189984155
Ssr4,0,0,0,17.264374983,0
Ssrp1,9.56524068,0,0,0,0
Ssx2ip,-11.18628293,2.2107025707,0,0,0
St3gal1,0,26.931060097,30.375927963,15.565415364,0
St3gal2,0,-11.51426627,0,0,0
St3gal4,-13.09222688,7.971099766,0,8.8609098547,0
St3gal5,0,-23.47939993,0,0,0
St3gal6,0,0,-11.52684264,0,0
St5,0,7.7259454807,-7.327928341,-14.41591406,-18.71520775
St6gal1,0,0,-9.26874098,0,0
St6galnac2,6.6936438017,-13.87804037,-35.32045249,-12.59696203,0
St6galnac3,0,0,-11.82034163,0,0
St6galnac6,0,-7.422847786,-19.07834749,-10.57435884,0
St7l,0,0,0,0,5.0554824563
St8sia2,0,0,-16.45175146,-8.148346898,0
St8sia4,0,4.4805470687,-28.64633038,0,0
St8sia6,-13.86808676,0,0,0,0
St13,14.252079378,0,0,11.840699571,4.7083788955
St14,0,5.5732772324,0,0,0
Stag2,0,0,-10.4772353,0,0
Stam,0,-2.580731518,0,0,0
Stam2,-10.08353198,0,11.074099442,0,9.3206040159
Stap1,30.53211763,0,0,5.3220946816,14.993973887
Stard3,0,11.56443291,14.01834641,0,0
Stard3nl,0,1.8541872131,0,0,0
Stard4,0,-6.567716787,-16.57947037,2.1451211819,16.598192362
Stard5,0,31.719371754,31.018734108,13.856049122,0.3877676047
Stard8,0,-8.086042559,0,-13.5797331,-23.16724992
Stard9,0,-18.42740802,-26.16057278,-19.99373937,-23.68095826
Stard10,0,0,-11.88332826,-7.472200667,0
Stard13,0,0,-8.049676485,0,-10.31512892
Stat1,15.206257678,64.111174401,83.036963563,59.256582616,48.453033163
Stat2,0,50.192251787,73.588097686,52.361951012,20.771360741
Stat3,0,31.394920667,24.600411076,0,0
Stat4,0,0,12.509572754,0,50.608704142
Stat5b,0,-3.709935556,0,-9.016323528,5.3667657511
Stau2,0,0,-8.386996372,0,0
Stbd1,-10.08353198,0,0,0,0
Stc1,0,0,-10.07962574,0,0
Steap1,-14.08299957,16.811488143,26.342895203,33.589595227,20.320998339
Steap2,0,-1.200863337,17.509581914,19.950012584,0
Steap4,32.442264197,54.572211806,36.394608635,49.010617985,21.886327933
Stfa2,-15.34203534,23.32551266,37.797875818,66.611110436,0
Stfa2l1,-15.40328891,30.658833457,34.314436367,63.503886655,0
Stfa3,-12.23169771,0,0,0,0
Stil,0,0,0,50.41023822,81.647148413
Stim1,0,0,0,-16.6361302,0
Stip1,0,0,0,14.51382737,0
Stk4,-13.31799101,0,0,0,0
Stk10,8.5725062583,0,0,0,11.557862699
Stk16,0,0,0,-9.651059176,-10.6647081
Stk17b,0,0,0,0,26.354122169
Stk19,27.418532563,8.2830516813,15.866735314,0,0
Stk24,-15.07258959,0,0,0,0
Stk33,0,0,0,-12.90707657,-20.89921033
Stk35,0,-0.395807561,0,0,8.3589656216
Stk36,0,0,0,-10.96548695,0
Stk38,0,0,0,-9.552590988,0
Stk38l,0,8.2968063247,25.056518505,12.321057969,0
Stk39,0,0,18.242030509,11.839004913,18.474949002
Stk40,0,20.473687322,0,0,0
Stmn1,0,-23.08402302,-34.09373355,0,27.261579858
Stmn2,0,0,-43.36132374,-14.96885516,-18.69579705
Stoml1,0,13.844663419,13.128314757,0,0
Stox1,10.610034547,0,-12.63898352,0,-11.84264106
Stox2,-10.17662551,-13.66612314,-24.80738051,-8.813365062,0
Stra8,0,0,13.520176361,0,0
Stra13,8.5772709183,-8.206399123,-9.902665013,0,0
Strada,0,-5.589150319,0,-5.826308798,0
Stradb,0,-8.261436873,0,0,0
Strap,0,8.42676876,0,0,0
Strbp,0,-4.147237307,-23.41692887,-26.56368752,-18.96574889
Strn,-10.08353198,-13.14463973,0,0,0
Sts,0,0,0,-12.408008,0
Stt3a,0,7.8549344287,0,8.0998223611,0
Stt3b,13.611442323,-4.859304688,11.341397958,6.2391932568,0
Stx3,0,12.019260993,18.520793567,-15.8867861,-28.16171019
Stx8,-22.54825698,-8.601030241,0,0,0
Stx11,0,38.509677445,35.81385532,11.350662612,9.1632569557
Stx12,-9.518153022,0,0,0,0
Stx16,0,0,14.063834963,6.8801936232,5.8755905479
Stx17,0,-5.000236315,-11.26082907,0,-8.934700788
Stxbp3a,-10.90208186,0,16.462174674,0,0
Stxbp4,0,-5.130856605,-16.5122856,-9.904833777,-9.063121904
Stxbp5,0,4.4714066533,11.147340081,-15.93687789,-5.388613397
Styk1,0,11.178073242,0,0,0
Styxl1,0,0,0,-11.37909935,0
Sub1,-8.572506258,0,0,-13.36686735,0.2023976959
Sucla2,0,0,-7.879108396,0,0
Suclg1,-7.609516157,0,0,0,0
Suclg2,0,-1.472373139,-14.01263627,-9.764157335,0
Suds3,0,0,-9.029583806,0,0
Sugt1,0,1.4911424783,0,0,-0.032997666
Sulf1,0,0,-8.154649217,0,0
Sult1a1,0,0,0,-21.91890643,-29.99060027
Sult1c2,0,0,0,0,-19.6477042
Sult1d1,-14.08299957,-6.447056635,0,0,-29.11927801
Sult2b1,0,0,0,-11.80915139,0
Sult5a1,0,-9.042215025,-9.167861591,0,0
Sult6b1,0,0,31.681871059,32.817417915,19.481195691
Sumf2,0,0,0,8.6091687947,0
Sumo3,26.798776908,0,0,7.1833523966,0
Sun1,0,0,0,0,-9.83073849
Sun2,0,0,0,-13.61545849,0
Supt3h,0,0,0,8.1785893707,38.870568239
Supt5h,11.417871252,0,0,0,0
Supt7l,0,5.704233736,0,0,0
Supv3l1,12.478786063,0,0,0,0
Surf4,0,0,13.790418257,0,0
Surf6,28.873261867,0,0,0,0
Susd3,0,0,0,21.382691238,26.055777449
Suv39h1,9.1353233717,0,0,0,17.343309771
Suv39h2,0,16.123094985,12.148297313,18.961040082,28.501607922
Suv420h1,0,0,0,-11.97333711,-8.6855751
Suv420h2,0,0,0,-42.85299617,-59.20995549
Suz12,0,0,0,0,12.332770079
Svep1,14.252079378,0,-17.86169199,0,0
Svil,0,-7.0520698,-10.68673126,-13.66371507,-10.72567236
Svip,10.494721155,0,-28.76341075,-32.56417553,-33.40067985
Swap70,0,-1.432713995,-9.882342062,-8.869781988,-17.10006535
Swi5,0,-20.70589208,0,0,0
Swt1,0,-13.28469657,0,-12.79207028,-10.11129206
Sybu,0,-2.368021957,-16.62060215,-21.7282024,-22.22997118
Syce2,-8.95518111,-8.532743827,0,29.827886979,47.654436638
Syde1,0,0,0,0,-7.690709738
Syde2,0,0.0292347633,-17.78273886,-17.4192089,-18.3409735
Syk,27.761143565,12.737505753,0,0,0
Sympk,9.5181530217,0,0,0,0
Syn2,0,-9.804893453,-17.27426641,0,0
Sync,-9.135323372,0,0,0,0
Syncrip,0,0,-13.27739751,-3.95635583,7.7348248351
Syne1,0,4.1560931487,-10.627693,-23.96555134,-24.2038135
Syne2,-0.761648705,-21.11420821,-28.64367447,-23.28820678,-24.02725757
Syngr1,-20.32789347,-20.55068104,-13.63633776,-21.35416618,-8.418259907
Syngr2,0,0,9.9979725249,0,0
Syngr4,0,0,0,0,13.521295877
Synj1,0,4.286473058,16.081925459,0,0
Synj2,0,0,-8.636718725,0,0
Synj2bp,-14.08299957,0,-9.752393521,-7.064370281,-3.259661832
Synm,0,-19.49711835,-51.81729453,-40.7606486,-42.61138854
Synpo,-11.18628293,-5.144097911,0,0,0
Synpo2,0,0,-9.050017137,-22.99048289,-35.8557731
Syp,0,0,-9.488730394,0,0
Sypl,0,-9.127128971,-7.876557266,0,-8.583017354
Sys1,0,0,0,0,8.4991919819
Syt5,0,0,0,0,-14.33553815
Syt7,0,-8.458874287,-20.86088633,-12.17898673,-17.94465098
Syt8,0,0,36.009512167,0,0
Syt10,16.52390017,0,0,0,0
Syt11,0,0,0,0,16.154626995
Syt12,0,21.068767443,45.223798075,66.85421081,37.841675483
Syt13,0,-8.607421295,0,0,0
Sytl2,0,-11.20531655,-28.40404461,-25.47600732,0
Sytl3,0,0,19.583427396,0,36.435828887
Szrd1,0,0,12.606466225,19.704307368,10.610652485
Szt2,0,0,0,-12.02650534,0
T2,0,0,-16.57983213,-18.94149126,-19.31678925
Tacc1,0,-15.38461262,-12.73890959,0,0
Tacc2,0,0,-13.58954919,-17.80785103,-16.02422918
Tacc3,0,0,0,41.610232702,78.748398479
Taco1,0,0,0,0,8.959813028
Tacstd2,0,0,43.362430611,23.541970561,0
Tada2a,0,-8.633056651,-8.973876469,0,0
Taf1a,0,0,0,0,-10.48144415
Taf1d,-10.61003455,6.8595223247,8.4634360037,14.975539193,21.062426554
Taf3,11.925665382,0,0.091817939,0,0
Taf4a,0,12.110753526,0,0,0
Taf5,0,4.3337860653,0,0,0
Taf5l,-8.572506258,0,0,0,0
Taf7,10.610034547,7.9612404447,11.496406613,0,-7.76009594
Taf9,-10.61003455,5.5067143,0,17.165930256,15.497170526
Taf9b,0,0.5953766593,0,0,0
Taf10,0,0,0,-5.67812711,-2.147178755
Taf12,0,0,0,0,7.4795630993
Taf15,0,-3.019066279,0,0,0
Tagap1,0,14.414095284,0,0,0
Tagln,11.186282932,0,0,0,-8.174808481
Tal1,0,0,0,0,-17.15472317
Tal2,0,0,0,0,33.194025323
Tanc1,0,0,0,-10.49639841,-14.01418746
Tanc2,0,-14.55409196,-10.78728138,-20.53655714,-12.75088605
Tank,0,26.014497511,28.610363313,13.405585582,11.903428641
Taok1,-25.1410111,-5.660709062,-8.678476389,0,0
Taok2,11.417871252,-6.824521768,-8.797159774,-8.210375652,-11.30624444
Taok3,0,12.762149699,0,0,0
Tap1,0,43.784340607,71.816130416,40.589485036,39.058742814
Tap2,0,28.138898921,56.235643245,20.815334475,19.916582097
Tapbp,0,30.264106781,48.989634689,14.166174139,14.339120445
Tapbpl,0,18.876655211,40.307916483,0,12.995978273
Tardbp,0,-6.882322697,0,1.4820871347,2.0229105032
Tarm1,0,14.252088711,29.167058671,0,0
Tars,0,0,9.3342570274,0,0
Tars2,9.1353233717,0,0,0,0
Tarsl2,0,-10.72507069,-14.34244899,0,0
Tatdn1,0,0,0,8.4699967457,0
Tatdn2,16.488589895,0,0,0,0
Tax1bp1,7.6095161567,8.762386628,0,0,0
Taz,0,-0.061283455,0,-10.87271837,-9.628272036
Tbata,0,0,0,-32.7504893,-21.36709567
Tbc1d1,0,15.378164437,32.317138831,16.305719215,15.102860775
Tbc1d2,0,0,16.086899793,12.486102239,3.8109316207
Tbc1d2b,0,-16.56125442,0,0,0
Tbc1d4,0,-20.14034941,-16.45566011,-15.69476379,0
Tbc1d5,0,-12.32907714,0,0,0
Tbc1d7,-10.17662551,0,0,13.96946911,12.764785557
Tbc1d8,0,0,0,-7.83624279,-14.76945383
Tbc1d8b,-8.95518111,-10.57490975,0,0,0
Tbc1d9b,9.5181530217,0,0,0,0
Tbc1d10a,14.629892968,0,0,0,0
Tbc1d10c,13.893056807,0,0,0,39.17128867
Tbc1d12,0,-8.260455721,0,0,0
Tbc1d15,-9.481206223,10.716814438,0,0,0
Tbc1d16,0,0,-24.2386676,0,0
Tbc1d17,0,-2.872113442,-5.953582403,0,0
Tbc1d20,-10.17662551,0,0,0,0
Tbc1d23,10.902081862,-7.086022943,0,0,0
Tbc1d30,0,-25.01727405,-27.00822303,-39.64886672,-34.94198242
Tbcb,0,0,0,0,7.5147956059
Tbcd,0,0,0,0,7.2459868849
Tbce,0,3.3857519561,0,0,0
Tbcel,0,-2.075202351,-9.371700613,-21.95447032,-15.21815969
Tbck,0,-10.87886758,0,0,0
Tbk1,0,26.373913219,24.319221322,0,0
Tbl1xr1,11.443271128,0,0,0,9.523208518
Tbl2,0,0,0,3.5743140516,10.753659323
Tbp,0,9.3531132827,0,0,0
Tbpl1,0,11.232327333,0,0,0
Tbrg1,0,10.008009791,27.848324283,10.580581129,0
Tbrg3,-9.518153022,0,0,0,0
Tbrg4,-10.03774191,0,10.751554574,10.371862964,13.633485675
Tbx1,0,0,0,-13.32413979,-15.24834476
Tbx3,0,-4.733134081,-17.31137167,-21.09809534,-26.69916572
Tbx5,0,0,0,0,-6.900526989
Tbx6,0,-12.99734063,-20.45226151,0,0
Tbx19,0,-8.513117812,0,0,0
Tbx21,0,0,27.139105935,0,66.599396526
Tbxa2r,0,-13.31469809,-29.71837223,-17.18723785,0
Tbxas1,-15.54291399,0,0,9.6950282975,15.386723791
Tc2n,0,-20.31369477,-9.737498362,-14.37109423,-9.493259677
Tcea1,0,12.211937155,16.050131019,0,0
Tcea3,0,-3.839536193,-19.45075221,-9.848115313,0
Tceal1,0,-0.645285344,-20.51670046,-11.22734785,-15.77764753
Tceal3,0,0,0,-10.88512112,-14.45683201
Tceal6,0,0,-13.36175832,0,-16.79508139
Tceb3,0,0,9.5772745806,0,0
Tcf4,10.083531978,0,-11.67883961,-8.730911644,-9.716243591
Tcf7,0,0,0,0,21.079221404
Tcf7l1,-11.44327113,-10.56614669,0,0,0
Tcf12,0,-4.800475375,0,-3.655631038,0
Tcf15,0,0,0,-14.81582616,0
Tcf19,-11.35904112,-14.91476989,0,37.557477459,61.173711075
Tcf20,-9.135323372,0,0,0,0
Tcf21,0,10.826744255,-33.34156008,0,0
Tcf23,0,0,37.055818573,15.433448734,0
Tcf25,24.746799713,0,0,-6.582557622,0.2475494608
Tchh,0,0,0,-9.215868147,0
Tcirg1,0,23.865948011,45.491145214,22.309269183,0
Tcn2,0,0,0,0,-15.67494081
Tcof1,0,13.295659255,14.970410947,0,13.709852139
Tcp10b,0,25.129750078,22.112588309,0,0
Tcp10c,0,12.931139817,17.281226101,0,0
Tcp11,0,0,0,-11.31388103,0
Tcp11l2,0,0,-17.97530669,-21.93219494,-15.45046326
Tcra,0,0,0,0,80.461115381
Tcrb-J,13.611442323,0,0,-4.45546773,86.212385683
Tcrg-C3,21.857569908,0,0,0,0
Tcstv1,0,28.109258674,57.118322438,50.502909375,36.227133155
Tcstv3,0,33.491204245,68.546186021,58.588405975,43.085077025
Tcta,0,-11.93492763,0,0,-9.311573479
Tcte1,0,2.915728187,0,0,-11.37418448
Tctex1d2,0,0,0,9.6293497668,7.8216060757
Tctn2,-11.18628293,0,0,0,0
Tctn3,0,0,0,0,2.645272835
Tdeanc2,0,0,0.9785844374,-2.482419447,3.2393749777
Tdg,0,0,0,0,11.349714195
Tdp2,0,0.2056588643,0,0,0
Tdrd3,0,0,-11.37123935,0,-10.05018979
Tdrd7,0,24.425062657,36.991126495,18.024261404,0
Tdrd12,0,0,0,15.800281811,0
Tead1,-9.998720163,-12.26884709,0,-15.25194097,-13.77205671
Tead2,0,0,-15.33543758,0,0
Tecpr1,12.23169771,0,0,-17.63462827,0
Tecr,11.819827998,-8.29902075,-9.109738117,0,0
Tef,0,-31.7945863,-36.99255631,-32.38404667,-38.37821777
Tek,0,-11.24561435,-17.53757498,-16.35114964,-31.81313121
Tekt1,0,0,0,0,-15.36633614
Tekt2,0,0,0,-24.61193413,-16.38395754
Tekt4,0,0,0,-10.38972628,0
Telo2,13.539788022,0,0,0,0
Tenc1,0,0,0,-16.9756392,-31.09191941
Tenm3,0,0,6.0841572235,0,0
Tenm4,0,0.073933588,0,-16.15725215,0
Tep1,0,0,0,11.975154579,10.759367837
Tepp,-10.61003455,0,-11.08312787,0,0
Terf2ip,0,-5.239323146,-11.63559172,-15.91755493,0
Tes,0,8.7188488447,0,10.619729318,17.651259445
Tesc,0,0,-18.79291812,0,29.262110428
Tesk2,0,1.769818682,0,0,0
Tespa1,0,13.898665303,0,0,35.787047726
Tet1,0,0,0,-13.57969376,0
Tet3,0,-1.954395273,-9.949554058,-16.582227,0
Tex2,0,-14.87637339,0,0,0
Tex9,0,0,0,0,-4.753762177
Tex10,0,0,0,0,9.2820264414
Tex11,0,0,-12.58631436,0,-33.33253833
Tex15,0,0,-11.49640984,0,0
Tex261,39.431668865,0,0,0,0
Tfam,0,9.696464298,0,0,0
Tfap4,0,-8.968358395,-11.92185685,0,0
Tfb2m,-12.12597432,0,-13.68787875,0,0
Tfcp2,0,-9.234073493,0,0,0
Tfcp2l1,0,-7.075935462,-26.59326184,-40.5490258,-37.09925423
Tfdp1,0,0,0,13.204017922,31.865314588
Tfdp2,0,0,-17.87929162,-10.99917111,0
Tfe3,0,13.108864402,12.733279492,0,0
Tfec,0,6.7767019333,0,0,0
Tff2,0,0,0,0,10.131279443
Tfpi,0,-6.96137065,-17.04186855,7.0479930571,-11.95187655
Tfpi2,0,19.922977536,22.786968377,41.097871825,32.246573254
Tfrc,0,-23.04074857,-18.28756939,0,0
Tgfb1,10.902081862,0,0,10.087859724,0
Tgfb3,0,-10.32586064,-11.62717406,0,0
Tgfbi,0,0,46.119226423,56.436154871,41.875341567
Tgfbr1,0,2.2786190709,0,13.718445768,10.404162673
Tgfbr2,0,0,9.2398612526,12.049136403,0
Tgfbr3,0,0,0,-8.777854986,-24.95561973
Tgfbrap1,0,-21.03205075,0,0,0
Tgif1,0,25.729205867,24.232743835,19.608223442,9.7207596327
Tgif2,0,21.127641922,0,0,0
Tgm1,13.769097738,43.543702721,57.149523836,52.171852224,31.923657793
Tgm2,15.0578825,11.279632535,49.902265741,15.777588512,0
Tgm4,0,0,0,-36.35205221,-36.27340697
Tgm5,-0.124694682,0,0,0,0
Tgs1,0,16.107254001,0,0,0
Tgtp1,0,59.492215692,83.520352087,33.460253728,32.857814043
Thap2,0,4.1109986639,0,0,0
Thap3,0,0,-8.530722388,0,0
Thap11,0,-9.305499022,0,0,0
Thbd,0,0,-17.72157944,0,-33.73210578
Thbs1,0,40.406309936,64.661387382,44.568266483,0
Thbs2,0,0,0,0,43.741696102
Thbs3,0,-8.169698173,-38.82697795,-33.9195438,-20.11048971
Themis,0,0,0,0,71.243305213
Themis2,0,29.734959444,57.357550998,31.836519132,19.906761271
Thg1l,0,0,0,0,15.49183426
Thnsl2,-10.87136136,-12.13136079,-14.60225826,-12.03513813,-12.19447937
Thoc2,0,-9.904369558,0,0,0
Thoc6,0,0,12.187154569,15.55656888,12.067737199
Thop1,0,0,0,8.7957083705,0
Thra,25.04886425,-8.23711791,-21.1256322,-16.83556108,-22.52397949
Thrap3,25.73651168,3.2960863973,0,0,0
Thrb,0,-12.10450367,-17.01476084,-28.10640222,-23.55809238
Thrsp,0,0,0,-58.90543093,0
Thsd1,-9.518153022,-10.44579631,-20.87125378,0,-10.86960699
Thsd4,0,0,-12.02419387,-13.35259495,-18.7450772
Thumpd3,0,0,0,7.9581624834,12.145825685
Thy1,0,0,0,0,72.562619356
Thyn1,0,0,0,13.840360062,20.150825645
Tia1,0,-0.262438084,-6.049551813,-7.230556762,0
Tial1,0,0,-8.832377819,-8.469263434,-7.812853733
Tiam1,27.706808083,0,0,0,0
Tiam2,0,8.8476462087,0,0,0
Ticam1,0,0,12.548519385,0,0
Ticrr,0,0,0,32.583637817,63.864986977
Tie1,0,0,-25.75204034,0,0
Tifa,0,40.68122774,51.189363388,24.269037619,15.583958665
Tifab,0,0,16.785350791,0,0
Timd4,0,19.966288938,0,0,0
Timeless,0,35.748648632,49.727051637,53.909100964,49.709403419
Timm8a1,-8.09619576,0,0,0,10.980942038
Timm17a,0,0,0,8.579104035,0
Timm17b,0,-7.137854087,-9.152993726,0,0
Timm23,0,0,0,10.654564392,10.851196141
Timm44,-9.998720163,0,0,0,0
Timp1,0,51.285395623,79.278098994,82.579175549,50.706520132
Timp2,0,-8.336645853,-15.90251551,-13.87107741,-12.21330282
Timp4,0,0,10.272085008,0,0
Tinag,28.529637005,-34.37216396,-47.51430874,-48.08013961,-32.41663571
Tinagl1,24.489778492,0,49.205657122,0,0
Tinf2,0,0,0,11.3573152,0
Tiparp,0,10.758107643,0,0,0
Tipin,0,-1.391834667,0,11.567981615,22.277357763
Tirap,0,6.2620551773,11.792766368,0,0
Tjp1,28.684031915,-8.70925432,-11.89585011,-16.36659734,-17.22612084
Tjp2,15.08732544,-1.638477731,0,0,-11.04360692
Tk1,0,0,0,64.179642219,83.168455376
Tk2,14.108750247,0,0,0,0
Tkt,0,-12.22384856,0,0,0
Tlcd1,0,-10.18946814,-17.03011271,-18.0215715,-13.93713715
Tlcd2,15.813376852,4.9925060733,10.957003192,0,0
Tle1,0,5.8048803081,0,-14.36342127,-18.12448487
Tle2,0,-17.87919934,-34.91606513,-28.31406317,-25.75256983
Tle3,0,17.718484976,17.441160671,9.0437524685,9.9681940047
Tle6,-14.70847963,0,-11.62514032,0,0
Tlk1,0,12.164993491,0,-8.754228202,0
Tlk2,0,19.082895163,24.534871128,0,0
Tln1,9.5181530217,0,0,0,0
Tln2,0,-24.41914063,-37.2723944,-14.87693256,-18.55600942
Tlr1,0,0,31.027728044,36.103715087,38.552374412
Tlr2,0,46.645281452,52.353587269,24.465195224,19.736570501
Tlr3,0,54.581119185,57.715643041,17.983159071,0
Tlr6,0,0,35.731214461,36.049159751,26.654327798
Tlr7,0,0,48.251579821,35.183506376,19.186820091
Tm2d2,0,0,-9.860862939,0,0
Tm4sf1,0,0,0,-12.41769667,-16.87785564
Tm7sf2,-11.67689563,-14.95989182,-19.99347484,0,-7.959777987
Tm7sf3,0,0,-10.58588786,0,0
Tm9sf2,7.6095161567,7.84817837,0,0,0
Tm9sf4,0,0,0,8.1405126938,6.9847834973
Tma7,0,0,0,0,12.043196598
Tma16,0,13.321128407,15.525518091,7.9211080693,0
Tmbim1,-9.518153022,0,0,0,-11.0723233
Tmbim4,0,0,8.9516971069,0,0
Tmc4,0,-6.939695292,0,-8.750630514,0
Tmc5,0,20.984166835,27.259457485,28.673869186,0
Tmc7,0,0,0,15.734287557,0
Tmcc2,27.627960687,0,0,0,-12.72752435
Tmcc3,0,0,-11.5939044,-33.98499543,-34.54057617
Tmco1,0,-2.82674292,0,0,0
Tmco4,0,8.039535996,16.704073512,8.1098069214,16.523715953
Tmed2,0,10.939916876,0,0,0
Tmed4,0,-5.520814057,0,0,0
Tmed5,0,12.430497517,14.260183539,0,0
Tmed6,0,-13.71940012,-17.22483301,-13.92162942,0
Tmed7,0,5.798630648,0,0,0
Tmed8,0,-16.36520441,0,0,0
Tmeff1,0,5.4099794013,-21.77278212,0,-12.58267081
Tmeff2,0,-3.655712,-35.2733802,-31.56266001,-30.33550129
Tmem2,13.611442323,-6.486707551,0,0,0
Tmem8,0,-7.951314621,-8.998413794,-15.66511422,-16.09008825
Tmem9,0,-14.48049685,0,0,0
Tmem14a,0,-10.58266853,-34.16396199,-16.79480003,-10.08142
Tmem14c,0,0,0,0,12.357535541
Tmem18,0,0,-10.78440133,-9.865267223,0
Tmem20,0,-1.349301157,0,0,10.218601819
Tmem26,0,0,0,0,11.068271117
Tmem30a,0,0,3.6879909421,14.325802765,9.3779115754
Tmem30b,0,-2.243760597,0,0,-11.68465475
Tmem35,-11.18628293,-22.17217534,-40.82344973,-28.19545342,-18.61462035
Tmem37,0,0,33.446677008,33.158895452,25.744170961
Tmem38a,0,-16.32441162,-20.76283052,-15.20880363,-17.88165797
Tmem41a,9.9987201633,-5.215771768,0,0,0
Tmem41b,0,0,0,-8.833968152,-6.046044936
Tmem42,0,-12.69927711,-18.75008752,-22.32722018,-12.84576679
Tmem44,-16.63074426,-4.051141237,-13.587249,-16.82714994,-20.95023463
Tmem45a,0,0,0,19.842142768,0
Tmem45b,-13.36412428,0,0,-31.49298521,-28.36344691
Tmem48,0,0,0,26.982594113,38.456039687
Tmem50a,0,0,0,-8.586188359,0
Tmem50b,-8.572506258,-14.91167483,-36.84036791,-28.56251016,-10.49072945
Tmem51,0,0,12.894923559,0,10.069272971
Tmem54,0,0,0,25.310023632,24.155469474
Tmem55a,-9.135323372,0,0,11.802765644,0
Tmem56,-22.54407461,0,0.2405039911,0,0
Tmem57,-17.12766918,-14.74653685,-13.38344947,0,-8.634369986
Tmem59,0,-10.17298021,-11.47938571,-13.44618078,-8.257586211
Tmem60,0,-6.855416605,0,0,0
Tmem64,0,-10.23485835,-33.00716606,-17.88780022,-12.06924299
Tmem65,0,-1.397010589,0,0,0
Tmem67,0,20.427270602,22.277127045,0,0
Tmem71,8.95518111,15.453164701,0,0,0
Tmem82,0,0,0,16.316425936,0
Tmem86a,0,-17.33342765,0,19.230126477,14.048432889
Tmem87a,0,-8.179789468,0,0,0
Tmem88,-13.99384271,0,0,0,0
Tmem97,0,-13.02955994,-12.21627078,0,0
Tmem98,0,-11.1692557,-7.207598629,0,0
Tmem100,0,-1.698874706,-31.8112681,-25.2448268,-40.31590087
Tmem101,13.868086758,0,0,0,0
Tmem106a,-18.96855727,22.586904599,56.329108225,48.431351776,25.735496994
Tmem106b,0,-12.93798131,-26.04647338,-9.809865833,-7.881216892
Tmem106c,0,-9.198421035,-17.78298868,0,0
Tmem108,0,-4.648260995,0,0,0
Tmem109,0,-16.55333038,-29.52601245,-10.93390669,-12.96163404
Tmem110,0,-11.98204244,-21.13983199,-24.46708543,-16.85501254
Tmem116,-7.609516157,0,-14.80140366,-31.04167804,-27.26191221
Tmem117,0,-5.278685321,-15.93789473,-19.78641976,0
Tmem119,7.6095161567,-17.14761375,-18.79027882,0,0
Tmem121,0,0,0,0,15.176019601
Tmem123,0,6.8852924722,0,0,0
Tmem125,0,0,0,0,-10.57985631
Tmem126a,0,0,0,9.4364355058,10.16964974
Tmem127,0,0,8.7552119274,0,0
Tmem128,0,0,14.453786305,0,0
Tmem131,0,15.222866407,15.271775921,0,0
Tmem132d,0,-16.94624557,-22.08580223,-33.81173871,-33.43668814
Tmem135,0,0,-11.37136933,0,0
Tmem140,0,17.348065021,31.547930668,10.216044565,0
Tmem141,0,-10.78430932,0,0,0
Tmem144,0,0.981793718,-12.27155462,0,0
Tmem149,0,-7.242254363,-12.19610574,-19.60015924,0
Tmem150a,0,0,-11.20251997,0,0
Tmem150c,0,-2.04061133,0,0,0
Tmem154,0,10.794138927,0,0,0
Tmem158,-12.23169771,0,0,0,0
Tmem159,0,0,-9.401636758,-13.45887741,-22.12161534
Tmem161a,-15.08732544,0,0,0,0
Tmem163,-13.19296024,-7.891354246,-26.25239279,-40.18005698,-27.61047148
Tmem164,0,-10.28011109,-12.09995106,0,0
Tmem167,0,0,9.6369664948,18.003619686,20.310518251
Tmem168,0,6.7261007308,0,0,0
Tmem171,0,34.487838845,63.211936911,34.458821882,23.321487672
Tmem173,0,11.510252217,34.356006997,26.133516815,48.953888655
Tmem174,-12.23169771,0,0,0,0
Tmem175,0,-21.87943188,0,0,0
Tmem176a,10.083531978,0,0,19.436440478,7.4185333918
Tmem176b,0,0,0,12.068968667,0
Tmem177,-9.518153022,-4.924619308,-7.2835956,0,-6.308185489
Tmem178,0,0,-12.07742545,-13.83350282,-16.67459479
Tmem179b,9.5181530217,0,0,0,0
Tmem183a,0,0,0,8.5925114867,0
Tmem184b,0,8.697430728,12.558215589,0,0
Tmem184c,0,-10.06814279,-15.7694982,0,0
Tmem186,-11.41787125,0,0,0,0
Tmem191c,0,-7.945833731,-14.09463304,0,0
Tmem192,0,0,17.454909263,0,10.057770371
Tmem194,0,0,0,9.5058976362,16.402578243
Tmem194b,9.5181530217,0,0,0,0
Tmem200a,0,0,-16.80292641,-10.95593385,-8.158124343
Tmem204,0,-14.50709374,-19.14791582,-19.95263394,-31.08701603
Tmem205,0,0,-14.50004919,-16.18966424,-24.58626614
Tmem206,0,-7.493572183,0,0,3.4409945307
